,Country,Job Title,Gender,Quantity,Percentage
1185,Belgium,database tester,female,1,0.01%
1186,Germany,data processor,female,1,0.01%
1187,Belgium,data recovery planner,male,1,0.01%
1188,Germany,data processing systems project planner,female,1,0.01%
1189,Austria,geographic information systems data specialist gis data specialist,male,1,0.01%
1190,Austria,geographic information systems data manager gis data manager,male,1,0.01%
1191,Belgium,database security administrator,male,1,0.01%
1192,Austria,geographic information systems data administrator gis data administrator,male,1,0.01%
1193,Austria,electronic data processing auditor edp auditor,male,1,0.01%
1194,Belgium,database software technician,female,1,0.01%
1195,Belgium,database tester,male,1,0.01%
1196,Belgium,clinical data associate,male,1,0.01%
1197,Belgium,director of data operations,female,1,0.01%
1198,Germany,data specialist,male,1,0.01%
1199,Austria,director of data operations,male,1,0.01%
1200,Austria,databases computer consultant,male,1,0.01%
1201,Germany,database development project manager,male,1,0.01%
1202,Belgium,electronic data processing auditor edp auditor,male,1,0.01%
1203,Belgium,clinical data coordinator,male,1,0.01%
1204,Belgium,flight data technician,female,1,0.01%
1205,Germany,data processing supervisor,male,1,0.01%
1206,Belgium,database manager,male,1,0.01%
1207,Belgium,database management system specialist dbms specialist,male,1,0.01%
1208,Austria,database architect,male,1,0.01%
1209,Austria,internet database specialist,male,1,0.01%
1210,Belgium,data systems manager,female,1,0.01%
1211,Belgium,database architect,male,1,0.01%
1212,Bulgaria,geographic information systems database administrator gis database administrator,male,1,0.01%
1213,Belgium,database consultant,female,1,0.01%
1214,Austria,maintenance data analyst,female,1,0.01%
1215,Belgium,database consultant,male,1,0.01%
1216,Belgium,automatic data processing customer liaison adp customer liaison,male,1,0.01%
1217,Belgium,database coordinator,male,1,0.01%
1218,Belgium,database design analyst,male,1,0.01%
1219,Germany,database developer,female,1,0.01%
1220,Belgium,database management system specialist dbms specialist,female,1,0.01%
1221,Germany,database developer,male,1,0.01%
1222,Austria,gps field data collector global positioning system field data collector,male,1,0.01%
1223,Belgium,automatic data processing planner adp planner,male,1,0.01%
1224,Germany,data specialist,female,1,0.01%
1225,Germany,data sciences director,male,1,0.01%
1226,Belgium,database development and administration project manager,male,1,0.01%
1227,Germany,data sciences director,female,1,0.01%
1228,Belgium,database engineer,female,1,0.01%
1229,Germany,data recovery planner,female,1,0.01%
1230,Belgium,geographic information systems data manager gis data manager,female,1,0.01%
1231,Austria,database security expert,male,1,0.01%
1232,Belgium,head of information systems and data processing,male,1,0.01%
1233,Germany,database marketing analyst,female,1,0.01%
1234,Austria,database manager,female,1,0.01%
1235,Austria,database engineer,male,1,0.01%
1236,Germany,data processing equipment repairer,male,1,0.01%
1237,Austria,database engineer,female,1,0.01%
1238,Austria,database development and administration project manager,female,1,0.01%
1239,Bulgaria,data base design analyst,male,1,0.01%
1240,Austria,database developer,female,1,0.01%
1241,Germany,data processing control clerk,female,1,0.01%
1242,Belgium,data architect,female,1,0.01%
1243,Germany,data technician,female,1,0.01%
1244,Belgium,crime data specialist,female,1,0.01%
1245,Austria,database design analyst,male,1,0.01%
1246,Bulgaria,data center manager,male,1,0.01%
1247,Bulgaria,data center operator,male,1,0.01%
1248,Bulgaria,data communications analyst,female,1,0.01%
1249,Belgium,data security administrator,male,1,0.01%
1250,Austria,database coordinator,male,1,0.01%
1251,Bulgaria,data control assistant,male,1,0.01%
1252,Bulgaria,data coordinator,female,1,0.01%
1253,Bulgaria,data management associate,male,1,0.01%
1254,Belgium,data administrator,female,1,0.01%
1255,Bulgaria,data administrator,male,1,0.01%
1256,Austria,database marketing analyst,male,1,0.01%
1257,Bulgaria,data administrator,female,1,0.01%
1258,Belgium,log data technician,male,1,0.01%
1259,Belgium,marketing database analyst,male,1,0.01%
1260,Belgium,medical data analyst,male,1,0.01%
1261,Belgium,oracle database administrator oracle dba,female,1,0.01%
1262,Belgium,reference data expert,male,1,0.01%
1263,Belgium,sql database administrator,male,1,0.01%
1264,Belgium,data processing systems analyst,male,1,0.01%
1265,Bulgaria,automatic data processing planner,female,1,0.01%
1266,Bulgaria,automatic data processing planner adp planner,male,1,0.01%
1267,Bulgaria,business database analyst,male,1,0.01%
1268,Austria,database security administrator,female,1,0.01%
1269,Belgium,data processing systems analyst,female,1,0.01%
1270,Bulgaria,clinical data management associate director,male,1,0.01%
1271,Bulgaria,clinical data manager,male,1,0.01%
1272,Austria,database modeler,female,1,0.01%
1273,Belgium,data processing manager,female,1,0.01%
1274,Bulgaria,computer or data processing systems consultant,male,1,0.01%
1275,Bulgaria,data abstractor,female,1,0.01%
1276,Belgium,data processing consultant,female,1,0.01%
1277,Belgium,data entry associate,female,1,0.01%
1278,Finland,geographic information systems data manager gis data manager,female,1,0.01%
1279,Bulgaria,head of information systems and data processing,female,1,0.01%
1280,France,data input clerk,male,1,0.01%
1281,Denmark,database coordinator,female,1,0.01%
1282,Denmark,database consultant,male,1,0.01%
1283,Denmark,database administration associate,female,1,0.01%
1284,Denmark,data typist,female,1,0.01%
1285,Denmark,data systems manager,male,1,0.01%
1286,France,data entry supervisor,female,1,0.01%
1287,Denmark,data scientist,male,1,0.01%
1288,Denmark,database coordinator,male,1,0.01%
1289,Denmark,data processing manager,male,1,0.01%
1290,Denmark,data processing consultant,male,1,0.01%
1291,Denmark,data processing consultant,female,1,0.01%
1292,Denmark,data processing auditor,male,1,0.01%
1293,Denmark,data operations director,male,1,0.01%
1294,Denmark,data manager,male,1,0.01%
1295,France,data entry representative,female,1,0.01%
1296,Denmark,database designer,female,1,0.01%
1297,Bulgaria,scada technician supervisory control and data acquisition technician,male,1,0.01%
1298,Denmark,database tester,female,1,0.01%
1299,Denmark,electronic data processing auditor edp auditor,male,1,0.01%
1300,France,data control assistant,male,1,0.01%
1301,Denmark,director of data operations,male,1,0.01%
1302,France,data control clerk supervisor,male,1,0.01%
1303,Denmark,databases computer consultant,female,1,0.01%
1304,Denmark,database tester,male,1,0.01%
1305,Denmark,database specialist,female,1,0.01%
1306,Denmark,database development and administration project manager,female,1,0.01%
1307,Denmark,database security expert,male,1,0.01%
1308,Denmark,database security expert,female,1,0.01%
1309,Denmark,database modeler,male,1,0.01%
1310,France,data entry clerk,female,1,0.01%
1311,Denmark,database engineer,female,1,0.01%
1312,Denmark,database development and administration project manager,male,1,0.01%
1313,Denmark,data management information technology specialist,female,1,0.01%
1314,Denmark,data keyer,male,1,0.01%
1315,Denmark,data communications software consultant,female,1,0.01%
1316,Czechia,geographic information systems data administrator gis data administrator,female,1,0.01%
1317,Czechia,internet database specialist,female,1,0.01%
1318,Czechia,health data analyst,female,1,0.01%
1319,Czechia,gps field data collector global positioning system field data collector,female,1,0.01%
1320,Czechia,geographic information systems database administrator gis database administrator,male,1,0.01%
1321,Czechia,geographic information systems database administrator gis database administrator,female,1,0.01%
1322,Czechia,geographic information systems data manager gis data manager,female,1,0.01%
1323,Czechia,flight test data acquisition technician,male,1,0.01%
1324,France,data management manager,male,1,0.01%
1325,Czechia,engineer system electronic data processing engineer system edp,male,1,0.01%
1326,Czechia,electronic data processing auditor edp auditor,female,1,0.01%
1327,Czechia,director of data operations,female,1,0.01%
1328,Czechia,databases software consultant,male,1,0.01%
1329,Czechia,databases computer consultant,male,1,0.01%
1330,Czechia,databases computer consultant,female,1,0.01%
1331,Czechia,maintenance data analyst,female,1,0.01%
1332,Czechia,marketing database analyst,male,1,0.01%
1333,Czechia,micro computer data processor,male,1,0.01%
1334,Czechia,oracle database administrator oracle dba,female,1,0.01%
1335,Czechia,scada technician supervisory control and data acquisition technician,male,1,0.01%
1336,Czechia,sql database administrator,male,1,0.01%
1337,Denmark,automatic data processing planner,female,1,0.01%
1338,France,data modeler,male,1,0.01%
1339,France,data modeler,female,1,0.01%
1340,Denmark,automatic data processing planner,male,1,0.01%
1341,Denmark,automatic data processing planner adp planner,female,1,0.01%
1342,Denmark,automatic data processing planner adp planner,male,1,0.01%
1343,France,data manager,female,1,0.01%
1344,Denmark,automatic data processing systems security specialist adp systems security,male,1,0.01%
1345,Denmark,clinical data manager,male,1,0.01%
1346,Denmark,data architect,male,1,0.01%
1347,Denmark,data base design analyst,female,1,0.01%
1348,Denmark,field traffic data technician,male,1,0.01%
1349,Denmark,health data analyst,male,1,0.01%
1350,Denmark,internet database specialist,female,1,0.01%
1351,France,clinical data manager,female,1,0.01%
1352,Finland,database coordinator,male,1,0.01%
1353,Finland,database consultant,female,1,0.01%
1354,France,clinical data management associate director,female,1,0.01%
1355,France,clinical data management associate director,male,1,0.01%
1356,Finland,database administration manager,female,1,0.01%
1357,Finland,database administration associate,female,1,0.01%
1358,France,clinical data manager,male,1,0.01%
1359,France,computer or data processing systems consultant,female,1,0.01%
1360,France,clinical data specialist,male,1,0.01%
1361,Finland,data security analyst,male,1,0.01%
1362,Finland,data scientist,male,1,0.01%
1363,Finland,data processing systems analyst,male,1,0.01%
1364,France,clinical trials data coordinator,male,1,0.01%
1365,Finland,data processing mechanic,male,1,0.01%
1366,France,business database analyst,male,1,0.01%
1367,Finland,database development and administration project manager,male,1,0.01%
1368,Finland,database development project manager,female,1,0.01%
1369,Finland,database manager,female,1,0.01%
1370,Finland,database specialist,male,1,0.01%
1371,Finland,database tester,female,1,0.01%
1372,Finland,database tester,male,1,0.01%
1373,Finland,databases computer consultant,female,1,0.01%
1374,Finland,databases computer consultant,male,1,0.01%
1375,Finland,databases software consultant,male,1,0.01%
1376,France,automatic data processing customer liaison adp customer liaison,female,1,0.01%
1377,France,analytical data miner,male,1,0.01%
1378,France,analytical data miner,female,1,0.01%
1379,Finland,scada technician supervisory control and data acquisition technician,female,1,0.01%
1380,Finland,oracle database administrator oracle dba,male,1,0.01%
1381,Finland,oracle database administrator oracle dba,female,1,0.01%
1382,Finland,internet database specialist,male,1,0.01%
1383,Finland,data processing manager,male,1,0.01%
1384,Finland,data processing consultant,female,1,0.01%
1385,France,data communications technician,female,1,0.01%
1386,Estonia,data operations director,female,1,0.01%
1387,Finland,automatic data processing customer liaison adp customer liaison,male,1,0.01%
1388,Estonia,geographic information systems data specialist gis data specialist,male,1,0.01%
1389,Estonia,director of data operations,female,1,0.01%
1390,France,data collector,female,1,0.01%
1391,Estonia,database manager,male,1,0.01%
1392,Estonia,database administration manager,male,1,0.01%
1393,Estonia,data management information technology specialist,male,1,0.01%
1394,France,crime data specialist,female,1,0.01%
1395,Estonia,data entry supervisor,male,1,0.01%
1396,Estonia,data collection technician,male,1,0.01%
1397,Estonia,data base design analyst,female,1,0.01%
1398,Denmark,sql database administrator,male,1,0.01%
1399,Denmark,oracle database administrator oracle dba,female,1,0.01%
1400,Denmark,medical data analyst,male,1,0.01%
1401,Finland,automatic data processing planner adp planner,female,1,0.01%
1402,Finland,clinical data management manager cdm manager,female,1,0.01%
1403,Finland,computer or data processing systems consultant,female,1,0.01%
1404,France,data capture specialist,male,1,0.01%
1405,Finland,computer or data processing systems consultant,male,1,0.01%
1406,Finland,data administrator,male,1,0.01%
1407,Finland,data analysis assistant,male,1,0.01%
1408,Finland,data architect,female,1,0.01%
1409,Finland,data collection technician,male,1,0.01%
1410,Finland,data communications analyst,female,1,0.01%
1411,Finland,data coordinator,male,1,0.01%
1412,Finland,data entry representative,male,1,0.01%
1413,Finland,data management information technology specialist,female,1,0.01%
1414,Finland,data manager,male,1,0.01%
1415,Finland,data officer,female,1,0.01%
1416,Finland,data operations director,male,1,0.01%
1417,France,customer data technician,male,1,0.01%
1418,Czechia,database specialist,female,1,0.01%
1419,Czechia,database software technician,male,1,0.01%
1420,Czechia,database security expert,male,1,0.01%
1421,France,scientific database curator,male,1,0.01%
1422,Croatia,database security expert,male,1,0.01%
1423,Finland,geographic information systems data specialist gis data specialist,female,1,0.01%
1424,France,scada technician supervisory control and data acquisition technician,female,1,0.01%
1425,Croatia,database security administrator,female,1,0.01%
1426,France,scada technician supervisory control and data acquisition technician,male,1,0.01%
1427,France,scientific database curator,female,1,0.01%
1428,Croatia,database modeler,male,1,0.01%
1429,Croatia,database design analyst,female,1,0.01%
1430,France,sql database administrator,female,1,0.01%
1431,Croatia,database modeler,female,1,0.01%
1432,Croatia,database engineer,male,1,0.01%
1433,Croatia,database designer,male,1,0.01%
1434,France,survey data technician,female,1,0.01%
1435,Croatia,database design analyst,male,1,0.01%
1436,France,scada operator supervisory control and data acquisition operator,male,1,0.01%
1437,Croatia,database specialist,male,1,0.01%
1438,France,reference data expert,male,1,0.01%
1439,Croatia,database tester,male,1,0.01%
1440,Croatia,electronic data interchange system developer edi system developer,male,1,0.01%
1441,France,micro computer data processor,male,1,0.01%
1442,Croatia,engineer system electronic data processing engineer system edp,male,1,0.01%
1443,Croatia,geographic information systems data administrator gis data administrator,male,1,0.01%
1444,France,marketing database analyst,female,1,0.01%
1445,Croatia,geographic information systems data specialist gis data specialist,female,1,0.01%
1446,Croatia,geographic information systems data specialist gis data specialist,male,1,0.01%
1447,Croatia,geographic information systems database administrator gis database administrator,female,1,0.01%
1448,Croatia,head of information systems and data processing,male,1,0.01%
1449,France,gps field data collector global positioning system field data collector,female,1,0.01%
1450,France,geographic information systems database administrator gis database administrator,female,1,0.01%
1451,Cyprus,clinical trials data coordinator,female,1,0.01%
1452,France,geographic information systems data manager gis data manager,female,1,0.01%
1453,France,voice and data technician,male,1,0.01%
1454,Croatia,database coordinator,female,1,0.01%
1455,Cyprus,data management associate,male,1,0.01%
1456,Croatia,clinical data management associate director,male,1,0.01%
1457,Croatia,computer or data processing systems consultant,male,1,0.01%
1458,Germany,crime data specialist,female,1,0.01%
1459,Germany,data abstractor,female,1,0.01%
1460,Germany,data abstractor,male,1,0.01%
1461,Croatia,computer or data processing systems consultant,female,1,0.01%
1462,Germany,data architect,female,1,0.01%
1463,Germany,data center manager,female,1,0.01%
1464,Croatia,data systems manager,male,1,0.01%
1465,Croatia,clinical data abstractor,male,1,0.01%
1466,Croatia,automatic data processing customer liaison adp customer liaison,male,1,0.01%
1467,Germany,data center manager,male,1,0.01%
1468,Germany,data coder operator,male,1,0.01%
1469,Germany,data collection technician,male,1,0.01%
1470,Bulgaria,survey data technician,male,1,0.01%
1471,Croatia,data administrator,male,1,0.01%
1472,Croatia,data analysis assistant,male,1,0.01%
1473,Germany,clinical trials data coordinator,male,1,0.01%
1474,Germany,clinical data manager,male,1,0.01%
1475,Germany,clinical data management manager cdm manager,female,1,0.01%
1476,Croatia,data coordinator,male,1,0.01%
1477,Croatia,data entry associate,female,1,0.01%
1478,Germany,clinical data associate,male,1,0.01%
1479,Croatia,data management associate,male,1,0.01%
1480,Croatia,data management information technology specialist,male,1,0.01%
1481,Germany,business database analyst,female,1,0.01%
1482,Croatia,data modeling specialist,male,1,0.01%
1483,Croatia,data officer,female,1,0.01%
1484,Croatia,data operations director,male,1,0.01%
1485,Croatia,data processing manager,female,1,0.01%
1486,Croatia,data processing systems project planner,male,1,0.01%
1487,Croatia,data systems manager,female,1,0.01%
1488,Cyprus,data communications analyst,female,1,0.01%
1489,Cyprus,data modeling specialist,male,1,0.01%
1490,Czechia,database security expert,female,1,0.01%
1491,France,database administration manager,female,1,0.01%
1492,Czechia,data security analyst,male,1,0.01%
1493,France,data typist,male,1,0.01%
1494,Czechia,data security analyst,female,1,0.01%
1495,Czechia,data scientist,male,1,0.01%
1496,Czechia,data sciences director,male,1,0.01%
1497,Czechia,data processing systems project planner,male,1,0.01%
1498,France,database administration manager,male,1,0.01%
1499,Czechia,data processing auditor,male,1,0.01%
1500,Czechia,data processing systems project planner,female,1,0.01%
1501,France,database administration project manager,male,1,0.01%
1502,France,database analyst,female,1,0.01%
1503,Czechia,data processing mechanic,female,1,0.01%
1504,Czechia,data processing manager,male,1,0.01%
1505,Czechia,data processing equipment repairer,male,1,0.01%
1506,France,data technician,female,1,0.01%
1507,Czechia,data systems manager,male,1,0.01%
1508,France,data specialist,male,1,0.01%
1509,Czechia,data technician,male,1,0.01%
1510,Czechia,data warehouse architect,female,1,0.01%
1511,Czechia,data warehouse architect,male,1,0.01%
1512,Czechia,database administration associate,male,1,0.01%
1513,Czechia,database administrator dba,female,1,0.01%
1514,Czechia,database consultant,female,1,0.01%
1515,Czechia,database coordinator,female,1,0.01%
1516,Czechia,database coordinator,male,1,0.01%
1517,Czechia,database designer,female,1,0.01%
1518,Czechia,database development and administration project manager,female,1,0.01%
1519,Czechia,database development project manager,male,1,0.01%
1520,France,data sciences director,male,1,0.01%
1521,Czechia,database management system specialist dbms specialist,female,1,0.01%
1522,Czechia,database marketing analyst,female,1,0.01%
1523,Czechia,data processing auxiliary equipment operator,female,1,0.01%
1524,Czechia,data operations director,male,1,0.01%
1525,France,flight test data acquisition technician,female,1,0.01%
1526,Czechia,clinical data coordinator,male,1,0.01%
1527,France,database security administrator,female,1,0.01%
1528,Czechia,data center operator,male,1,0.01%
1529,Czechia,data architect,male,1,0.01%
1530,Czechia,data architect,female,1,0.01%
1531,Czechia,data acquisition technician,male,1,0.01%
1532,Czechia,computer or data processing systems consultant,female,1,0.01%
1533,Czechia,automatic data processing systems security specialist adp systems security,female,1,0.01%
1534,France,database developer,male,1,0.01%
1535,Czechia,automatic data processing planner adp planner,female,1,0.01%
1536,Czechia,automatic data processing customer liaison adp customer liaison,male,1,0.01%
1537,Czechia,automatic data processing customer liaison adp customer liaison,female,1,0.01%
1538,Cyprus,head of information systems and data processing,male,1,0.01%
1539,Cyprus,database administrator dba,male,1,0.01%
1540,Cyprus,data systems manager,male,1,0.01%
1541,France,database programmer,male,1,0.01%
1542,Czechia,data collection technician,female,1,0.01%
1543,Czechia,data communications analyst,male,1,0.01%
1544,Czechia,data communications software consultant,female,1,0.01%
1545,Czechia,data control assistant,female,1,0.01%
1546,Czechia,data coordinator,male,1,0.01%
1547,Czechia,data entry machine operator,female,1,0.01%
1548,Czechia,data entry specialist,female,1,0.01%
1549,Czechia,data keyer,female,1,0.01%
1550,France,database management system specialist dbms specialist,female,1,0.01%
1551,Czechia,data management associate,female,1,0.01%
1552,Czechia,data management information technology specialist,male,1,0.01%
1553,Czechia,data manager,female,1,0.01%
1554,Czechia,data miner,female,1,0.01%
1555,France,database development project manager,male,1,0.01%
1556,Czechia,data modeling specialist,female,1,0.01%
1557,Czechia,data modeling specialist,male,1,0.01%
1558,Estonia,data processing supervisor,male,1,0.01%
1559,Sweden,survey data technician,male,1,0.01%
1560,Germany,database tester,female,1,0.01%
1561,Portugal,data processing clerk,female,1,0.01%
1562,Portugal,data processing control clerk,female,1,0.01%
1563,Portugal,data processing equipment repairer,female,1,0.01%
1564,Portugal,data processing systems project planner,female,1,0.01%
1565,Portugal,data processing systems project planner,male,1,0.01%
1566,Portugal,data processor,male,1,0.01%
1567,Portugal,data recovery planner,female,1,0.01%
1568,Portugal,data warehouse architect,female,1,0.01%
1569,Portugal,data warehouse architect,male,1,0.01%
1570,Portugal,database administration manager,male,1,0.01%
1571,Portugal,database architect,female,1,0.01%
1572,Portugal,database consultant,female,1,0.01%
1573,Portugal,database consultant,male,1,0.01%
1574,Portugal,database development and administration project manager,male,1,0.01%
1575,Portugal,database engineer,female,1,0.01%
1576,Portugal,database engineer,male,1,0.01%
1577,Portugal,database management system specialist dbms specialist,male,1,0.01%
1578,Portugal,database manager,female,1,0.01%
1579,Portugal,database marketing analyst,female,1,0.01%
1580,Portugal,database specialist,female,1,0.01%
1581,Portugal,databases computer consultant,male,1,0.01%
1582,Portugal,databases software consultant,male,1,0.01%
1583,Portugal,data processing consultant,female,1,0.01%
1584,Portugal,data officer,male,1,0.01%
1585,Portugal,electronic data processing auditor edp auditor,female,1,0.01%
1586,Portugal,data modeling specialist,female,1,0.01%
1587,Portugal,automatic data processing customer liaison adp customer liaison,male,1,0.01%
1588,Portugal,automatic data processing planner,female,1,0.01%
1589,Portugal,automatic data processing planner adp planner,female,1,0.01%
1590,Portugal,clinical data coordinator,female,1,0.01%
1591,Portugal,clinical data management associate director,male,1,0.01%
1592,Portugal,clinical data manager,male,1,0.01%
1593,Portugal,clinical data specialist,male,1,0.01%
1594,Portugal,data architect,female,1,0.01%
1595,Portugal,data architect,male,1,0.01%
1596,Portugal,data center operator,female,1,0.01%
1597,Portugal,data collector,male,1,0.01%
1598,Portugal,data communications analyst,female,1,0.01%
1599,Portugal,data communications analyst,male,1,0.01%
1600,Portugal,data communications technician,male,1,0.01%
1601,Portugal,data conversion operator,female,1,0.01%
1602,Portugal,data entry machine operator,female,1,0.01%
1603,Portugal,data management associate,female,1,0.01%
1604,Portugal,data management information technology specialist,male,1,0.01%
1605,Portugal,data management manager,female,1,0.01%
1606,Portugal,data manager,male,1,0.01%
1607,Portugal,data miner,female,1,0.01%
1608,Portugal,electronic data interchange system developer edi system developer,female,1,0.01%
1609,Portugal,engineer system electronic data processing engineer system edp,female,1,0.01%
1610,Poland,weight in motion field data collection technician,female,1,0.01%
1611,Romania,data compiler,male,1,0.01%
1612,Romania,data entry operator,male,1,0.01%
1613,Romania,data entry representative,female,1,0.01%
1614,Romania,data entry specialist,male,1,0.01%
1615,Romania,data entry supervisor,male,1,0.01%
1616,Romania,data entry technician,female,1,0.01%
1617,Romania,data entry technician,male,1,0.01%
1618,Romania,data management information technology specialist,female,1,0.01%
1619,Romania,data management information technology specialist,male,1,0.01%
1620,Romania,data management manager,male,1,0.01%
1621,Romania,data processing auditor,female,1,0.01%
1622,Romania,data processing manager,female,1,0.01%
1623,Romania,data processing systems analyst,male,1,0.01%
1624,Romania,data processor,female,1,0.01%
1625,Romania,data processor,male,1,0.01%
1626,Romania,data sciences director,male,1,0.01%
1627,Romania,data systems manager,female,1,0.01%
1628,Romania,data systems manager,male,1,0.01%
1629,Romania,database administration associate,male,1,0.01%
1630,Romania,database consultant,female,1,0.01%
1631,Romania,database design analyst,female,1,0.01%
1632,Romania,database design analyst,male,1,0.01%
1633,Romania,data entry clerk,male,1,0.01%
1634,Romania,data communications software consultant,female,1,0.01%
1635,Portugal,field traffic data technician,female,1,0.01%
1636,Romania,data communications analyst,male,1,0.01%
1637,Portugal,geographic information systems data manager gis data manager,male,1,0.01%
1638,Portugal,geographic information systems database administrator gis database administrator,male,1,0.01%
1639,Portugal,internet database specialist,female,1,0.01%
1640,Portugal,lidar data analyst,male,1,0.01%
1641,Portugal,log data technician,male,1,0.01%
1642,Portugal,micro computer data processor,female,1,0.01%
1643,Portugal,oracle database administrator oracle dba,female,1,0.01%
1644,Romania,analytical data miner,male,1,0.01%
1645,Romania,automatic data processing planner,male,1,0.01%
1646,Romania,automatic data processing planner adp planner,male,1,0.01%
1647,Romania,clinical data analyst,male,1,0.01%
1648,Romania,crime data specialist,male,1,0.01%
1649,Romania,customer data technician,male,1,0.01%
1650,Romania,data abstractor,male,1,0.01%
1651,Romania,data administrator,male,1,0.01%
1652,Romania,data analysis assistant,female,1,0.01%
1653,Romania,data analysis assistant,male,1,0.01%
1654,Romania,data architect,female,1,0.01%
1655,Romania,data center operator,female,1,0.01%
1656,Romania,data center operator,male,1,0.01%
1657,Romania,data coder operator,male,1,0.01%
1658,Portugal,analytical data miner,female,1,0.01%
1659,Poland,voice and data technician,female,1,0.01%
1660,Netherlands,database specialist,female,1,0.01%
1661,Poland,clinical data management associate director,female,1,0.01%
1662,Poland,clinical data management manager cdm manager,male,1,0.01%
1663,Poland,clinical data specialist,male,1,0.01%
1664,Poland,customer data technician,female,1,0.01%
1665,Poland,customer data technician,male,1,0.01%
1666,Poland,data capture specialist,male,1,0.01%
1667,Poland,data center operator,male,1,0.01%
1668,Poland,data coder operator,female,1,0.01%
1669,Poland,data collection technician,male,1,0.01%
1670,Poland,data collector,female,1,0.01%
1671,Poland,data communications technician,female,1,0.01%
1672,Poland,data communications technician,male,1,0.01%
1673,Poland,data control assistant,male,1,0.01%
1674,Poland,data entry associate,female,1,0.01%
1675,Poland,data entry operator,male,1,0.01%
1676,Poland,data entry representative,male,1,0.01%
1677,Poland,data entry specialist,female,1,0.01%
1678,Poland,data entry supervisor,female,1,0.01%
1679,Poland,data examination clerk,male,1,0.01%
1680,Poland,data input clerk,male,1,0.01%
1681,Poland,data management associate,female,1,0.01%
1682,Poland,data management manager,male,1,0.01%
1683,Poland,clinical data management manager cdm manager,female,1,0.01%
1684,Poland,clinical data coordinator,male,1,0.01%
1685,Poland,data processing control clerk,female,1,0.01%
1686,Poland,clinical data associate,male,1,0.01%
1687,Netherlands,database tester,female,1,0.01%
1688,Netherlands,database tester,male,1,0.01%
1689,Netherlands,electronic data processing auditor edp auditor,female,1,0.01%
1690,Netherlands,geographic information systems data administrator gis data administrator,female,1,0.01%
1691,Netherlands,geographic information systems data manager gis data manager,female,1,0.01%
1692,Netherlands,geographic information systems data specialist gis data specialist,female,1,0.01%
1693,Netherlands,gps field data collector global positioning system field data collector,male,1,0.01%
1694,Netherlands,internet database specialist,female,1,0.01%
1695,Netherlands,lidar data analyst,female,1,0.01%
1696,Netherlands,micro computer data processor,female,1,0.01%
1697,Netherlands,oracle database administrator oracle dba,female,1,0.01%
1698,Netherlands,reference data expert,male,1,0.01%
1699,Netherlands,scada operator supervisory control and data acquisition operator,female,1,0.01%
1700,Netherlands,scada technician supervisory control and data acquisition technician,female,1,0.01%
1701,Netherlands,sql database administrator,female,1,0.01%
1702,Netherlands,survey data technician,male,1,0.01%
1703,Netherlands,weight in motion field data collection technician,female,1,0.01%
1704,Poland,analytical data miner,male,1,0.01%
1705,Poland,clinical data abstractor,female,1,0.01%
1706,Poland,clinical data abstractor,male,1,0.01%
1707,Poland,clinical data analyst,male,1,0.01%
1708,Poland,data processing clerk,female,1,0.01%
1709,Poland,data processing equipment repairer,female,1,0.01%
1710,Poland,survey data technician,male,1,0.01%
1711,Poland,database marketing analyst,female,1,0.01%
1712,Poland,database programmer,female,1,0.01%
1713,Poland,database programmer,male,1,0.01%
1714,Poland,database specialist,female,1,0.01%
1715,Poland,database technician,male,1,0.01%
1716,Poland,databases computer consultant,female,1,0.01%
1717,Poland,electronic data interchange system developer edi system developer,female,1,0.01%
1718,Poland,engineer system electronic data processing engineer system edp,female,1,0.01%
1719,Poland,engineer system electronic data processing engineer system edp,male,1,0.01%
1720,Poland,field traffic data technician,male,1,0.01%
1721,Poland,flight test data acquisition technician,female,1,0.01%
1722,Poland,flight test data acquisition technician,male,1,0.01%
1723,Poland,head of information systems and data processing,female,1,0.01%
1724,Poland,head of information systems and data processing,male,1,0.01%
1725,Poland,internet database specialist,female,1,0.01%
1726,Poland,internet database specialist,male,1,0.01%
1727,Poland,lidar data analyst,female,1,0.01%
1728,Poland,log data technician,male,1,0.01%
1729,Poland,medical data analyst,female,1,0.01%
1730,Poland,reference data expert,male,1,0.01%
1731,Poland,scada operator supervisory control and data acquisition operator,male,1,0.01%
1732,Poland,scientific database curator,male,1,0.01%
1733,Poland,database modeler,female,1,0.01%
1734,Poland,database management system specialist dbms specialist,female,1,0.01%
1735,Poland,data processing supervisor,male,1,0.01%
1736,Poland,database designer,female,1,0.01%
1737,Poland,data processing systems analyst,female,1,0.01%
1738,Poland,data processing systems project planner,female,1,0.01%
1739,Poland,data recovery planner,male,1,0.01%
1740,Poland,data reviewer,male,1,0.01%
1741,Poland,data sciences director,female,1,0.01%
1742,Poland,data sciences director,male,1,0.01%
1743,Poland,data scientist,female,1,0.01%
1744,Poland,data scientist,male,1,0.01%
1745,Poland,data security analyst,female,1,0.01%
1746,Poland,data specialist,female,1,0.01%
1747,Poland,data specialist,male,1,0.01%
1748,Poland,data technician,female,1,0.01%
1749,Poland,data typist,female,1,0.01%
1750,Poland,data warehouse architect,female,1,0.01%
1751,Poland,database administration manager,female,1,0.01%
1752,Poland,database administration project manager,female,1,0.01%
1753,Poland,database administrator dba,female,1,0.01%
1754,Poland,database administrator dba,male,1,0.01%
1755,Poland,database analyst,female,1,0.01%
1756,Poland,database analyst,male,1,0.01%
1757,Poland,database architect,female,1,0.01%
